Site,Year,ID,AFL,lon,lat,x,y,alt,july mean,july range,july rain,july max,genetics,short grass area,short grass stddist,short grass disp,woodland area,woodland stddist,woodland disp,urban area,urban stddist,urban disp,other grass area,other grass stddist,other grass disp,arable area,arable stddist,arable disp,other area,other stddist,other disp,roost_size
Hersham,2011,X2534,53.6,-0.398423883,51.3695063,511473,164655,15,17.9,9.8,47,22.8,1,144284683,9064,785,77756611.72,8284,3142,214714983.3,8515,2505,8523965.6,8252,5204,36618903.27,7297,5131,18689746.87,5562,5848,25
Hersham,2011,X2535,56.8,-0.398423883,51.3695063,511473,164655,15,17.9,9.8,47,22.8,1,144284683,9064,785,77756611.72,8284,3142,214714983.3,8515,2505,8523965.6,8252,5204,36618903.27,7297,5131,18689746.87,5562,5848,25
Hersham,2011,B2098,53.7,-0.398423883,51.3695063,511473,164655,15,17.9,9.8,47,22.8,1,144284683,9064,785,77756611.72,8284,3142,214714983.3,8515,2505,8523965.6,8252,5204,36618903.27,7297,5131,18689746.87,5562,5848,25
Hersham,2011,B2100,52.9,-0.398423883,51.3695063,511473,164655,15,17.9,9.8,47,22.8,1,144284683,9064,785,77756611.72,8284,3142,214714983.3,8515,2505,8523965.6,8252,5204,36618903.27,7297,5131,18689746.87,5562,5848,25
"Lewes, Hill Road",1987,E8509,53.36666667,-0.00402714,50.87955996,540400,110856,56,16.7,9.7,47,21.6,1,220566506.2,8311,1273,36328338.6,8164,4209,46629751.52,8243,5223,20212428.83,8526,2620,136254722.3,8278,2241,3869851.29,8817,4515,
"Lewes, Hill Road",1987,E8510,54.15,-0.00402714,50.87955996,540400,110856,56,16.7,9.7,47,21.6,1,220566506.2,8311,1273,36328338.6,8164,4209,46629751.52,8243,5223,20212428.83,8526,2620,136254722.3,8278,2241,3869851.29,8817,4515,
"Lewes, Hill Road",1987,E8511,50.8,-0.00402714,50.87955996,540400,110856,56,16.7,9.7,47,21.6,1,220566506.2,8311,1273,36328338.6,8164,4209,46629751.52,8243,5223,20212428.83,8526,2620,136254722.3,8278,2241,3869851.29,8817,4515,
"Lewes, Hill Road",1987,E8512,53.3,-0.00402714,50.87955996,540400,110856,56,16.7,9.7,47,21.6,1,220566506.2,8311,1273,36328338.6,8164,4209,46629751.52,8243,5223,20212428.83,8526,2620,136254722.3,8278,2241,3869851.29,8817,4515,
"Lewes, Hill Road",1987,E8513,54.8,-0.00402714,50.87955996,540400,110856,56,16.7,9.7,47,21.6,1,220566506.2,8311,1273,36328338.6,8164,4209,46629751.52,8243,5223,20212428.83,8526,2620,136254722.3,8278,2241,3869851.29,8817,4515,
"Lewes, Hill Road",1987,E8514,50.7,-0.00402714,50.87955996,540400,110856,56,16.7,9.7,47,21.6,1,220566506.2,8311,1273,36328338.6,8164,4209,46629751.52,8243,5223,20212428.83,8526,2620,136254722.3,8278,2241,3869851.29,8817,4515,
"Lewes, Hill Road",1987,E8515,51.6,-0.00402714,50.87955996,540400,110856,56,16.7,9.7,47,21.6,1,220566506.2,8311,1273,36328338.6,8164,4209,46629751.52,8243,5223,20212428.83,8526,2620,136254722.3,8278,2241,3869851.29,8817,4515,
"Lewes, Hill Road",1991,E8543,52.4,-0.00402714,50.87955996,540400,110856,56,16.7,9.7,47,21.6,1,220566506.2,8311,1273,36328338.6,8164,4209,46629751.52,8243,5223,20212428.83,8526,2620,136254722.3,8278,2241,3869851.29,8817,4515,
"Lewes, Hill Road",1987,E8546,53.15,-0.00402714,50.87955996,540400,110856,56,16.7,9.7,47,21.6,1,220566506.2,8311,1273,36328338.6,8164,4209,46629751.52,8243,5223,20212428.83,8526,2620,136254722.3,8278,2241,3869851.29,8817,4515,
"Lewes, Hill Road",1987,E8597,52.43333333,-0.00402714,50.87955996,540400,110856,56,16.7,9.7,47,21.6,1,220566506.2,8311,1273,36328338.6,8164,4209,46629751.52,8243,5223,20212428.83,8526,2620,136254722.3,8278,2241,3869851.29,8817,4515,
"Lewes, Hill Road",1987,E8598,53.6,-0.00402714,50.87955996,540400,110856,56,16.7,9.7,47,21.6,1,220566506.2,8311,1273,36328338.6,8164,4209,46629751.52,8243,5223,20212428.83,8526,2620,136254722.3,8278,2241,3869851.29,8817,4515,
"Lewes, Hill Road",1988,E8644,52.6,-0.00402714,50.87955996,540400,110856,56,16.7,9.7,47,21.6,1,220566506.2,8311,1273,36328338.6,8164,4209,46629751.52,8243,5223,20212428.83,8526,2620,136254722.3,8278,2241,3869851.29,8817,4515,
"Lewes, Hill Road",1988,E8720,53.9,-0.00402714,50.87955996,540400,110856,56,16.7,9.7,47,21.6,1,220566506.2,8311,1273,36328338.6,8164,4209,46629751.52,8243,5223,20212428.83,8526,2620,136254722.3,8278,2241,3869851.29,8817,4515,
"Lewes, Hill Road",1988,E8721,55.15,-0.00402714,50.87955996,540400,110856,56,16.7,9.7,47,21.6,1,220566506.2,8311,1273,36328338.6,8164,4209,46629751.52,8243,5223,20212428.83,8526,2620,136254722.3,8278,2241,3869851.29,8817,4515,
"Lewes, Hill Road",1991,M1685,52.9,-0.00402714,50.87955996,540400,110856,56,16.7,9.7,47,21.6,1,220566506.2,8311,1273,36328338.6,8164,4209,46629751.52,8243,5223,20212428.83,8526,2620,136254722.3,8278,2241,3869851.29,8817,4515,
Hillcombe Farm,2006,X2518,53.8,-2.962546301,50.90763673,332332,112521,111,16.2,8,59,20.2,3,159417296.6,8928,925,39684397.5,8399,2960,13874744.79,7373,2910,48868687.22,8741,2002,236791705.2,8855,1213,1517991.23,8248,1423,30
Hillcombe Farm,2006,X2519,54.7,-2.962546301,50.90763673,332332,112521,111,16.2,8,59,20.2,3,159417296.6,8928,925,39684397.5,8399,2960,13874744.79,7373,2910,48868687.22,8741,2002,236791705.2,8855,1213,1517991.23,8248,1423,30
Hillcombe Farm,2006,X2520,53.1,-2.962546301,50.90763673,332332,112521,111,16.2,8,59,20.2,3,159417296.6,8928,925,39684397.5,8399,2960,13874744.79,7373,2910,48868687.22,8741,2002,236791705.2,8855,1213,1517991.23,8248,1423,30
Hillcombe Farm,2006,X2521,52.3,-2.962546301,50.90763673,332332,112521,111,16.2,8,59,20.2,3,159417296.6,8928,925,39684397.5,8399,2960,13874744.79,7373,2910,48868687.22,8741,2002,236791705.2,8855,1213,1517991.23,8248,1423,30
Hillcombe Farm,2006,X2522,54.2,-2.962546301,50.90763673,332332,112521,111,16.2,8,59,20.2,3,159417296.6,8928,925,39684397.5,8399,2960,13874744.79,7373,2910,48868687.22,8741,2002,236791705.2,8855,1213,1517991.23,8248,1423,30
Hillcombe Farm,2006,X2523,52.2,-2.962546301,50.90763673,332332,112521,111,16.2,8,59,20.2,3,159417296.6,8928,925,39684397.5,8399,2960,13874744.79,7373,2910,48868687.22,8741,2002,236791705.2,8855,1213,1517991.23,8248,1423,30
Hillcombe Farm,2006,X2524,52.7,-2.962546301,50.90763673,332332,112521,111,16.2,8,59,20.2,3,159417296.6,8928,925,39684397.5,8399,2960,13874744.79,7373,2910,48868687.22,8741,2002,236791705.2,8855,1213,1517991.23,8248,1423,30
Hillcombe Farm,2006,X2525,50.9,-2.962546301,50.90763673,332332,112521,111,16.2,8,59,20.2,3,159417296.6,8928,925,39684397.5,8399,2960,13874744.79,7373,2910,48868687.22,8741,2002,236791705.2,8855,1213,1517991.23,8248,1423,30
Hillcombe Farm,2006,X2526,50.6,-2.962546301,50.90763673,332332,112521,111,16.2,8,59,20.2,3,159417296.6,8928,925,39684397.5,8399,2960,13874744.79,7373,2910,48868687.22,8741,2002,236791705.2,8855,1213,1517991.23,8248,1423,30
Hollingbury,1989,E8618,51.5,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,1989,E8665,51.3,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,1989,E8667,50.1,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,1989,E8668,53.6,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,1989,E8671,54.9,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,1989,E8673,53.5,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,1989,E8679,51.5,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,1989,E8682,52.4,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,1989,E8683,53.6,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,1989,E8701,52.1,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,1989,E8722,55.1,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,1989,E8724,52.4,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,1989,E8725,51.72857143,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,1989,E8743,50.8,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,1989,E8744,54,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,1989,E8745,53.4,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,1989,E8746,51.5,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,1989,E8747,51.46666667,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,1996,M1721,53.6,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,1996,M1722,51.65,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,1996,M1724,53.4,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,1996,M1725,54.3,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,1996,M1728,52.1,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,1996,M1730,53.6,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,1999,M5501,52.25,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,1997,M5504,52.7,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2002,M6005,52.83333333,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2002,M6008,53.65,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2003,M6031,54.56666667,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2004,M6046,52.7,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2004,M6047,52.5,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2007,M6048,51.45,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2004,M6049,51.4,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2004,M6051,53.46666667,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2004,M6053,51.55,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2007,M6054,53,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2006,M6055,56.2,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2004,M6056,52.9,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2005,X0605,50,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2005,X0606,51.95,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2005,X0607,52.4,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2005,X0617,50.8,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2011,X0627,53.8,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2005,X0631,53.9,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2011,X0647,53.9,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2006,X0648,54.06666667,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2006,X0653,52,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2006,X0655,52.7,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2006,X0656,53.3,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2011,X0685,50.3,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2007,X0691,54,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2010,X0692,51.2,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2007,X0695,53.8,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2010,X3153,54.05,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2010,X3154,50.7,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2010,X3156,53.3,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2010,X3158,54.5,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2010,X3160,51.5,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2010,X3161,52.1,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2011,X3163,54.7,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2010,X3164,53.85,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2011,X3171,52.6,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2010,X3175,51,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2011,X3177,53.1,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2011,X3183,52.3,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2011,X3184,52.7,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2011,X3185,51,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2011,X3186,54.1,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2011,X3187,52.7,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hollingbury,2011,X3191,53.1,-0.1305128,50.84843674,531591,107162,89,16.6,9.7,48,21.5,1,167997253.6,7917,3825,20265535.58,6745,5551,59767132.01,7105,876,17078276.55,7777,3264,80530594.91,8280,4247,4363466.67,9214,2923,50
Hosted Keynes,2004,M6087,53.7,-0.027923107,51.03592786,538254,128195,83,16.7,9.9,47,21.7,1,200957385.7,8857,749,126961480.7,8655,1852,35174544.66,9605,2331,34609524.08,7776,2176,90777430.48,9032,1567,11852387.81,6383,4275,40
Hosted Keynes,2004,M6088,53.2,-0.027923107,51.03592786,538254,128195,83,16.7,9.9,47,21.7,1,200957385.7,8857,749,126961480.7,8655,1852,35174544.66,9605,2331,34609524.08,7776,2176,90777430.48,9032,1567,11852387.81,6383,4275,40
Hosted Keynes,2004,M6089,51.1,-0.027923107,51.03592786,538254,128195,83,16.7,9.9,47,21.7,1,200957385.7,8857,749,126961480.7,8655,1852,35174544.66,9605,2331,34609524.08,7776,2176,90777430.48,9032,1567,11852387.81,6383,4275,40
Hosted Keynes,2004,M6092,52.9,-0.027923107,51.03592786,538254,128195,83,16.7,9.9,47,21.7,1,200957385.7,8857,749,126961480.7,8655,1852,35174544.66,9605,2331,34609524.08,7776,2176,90777430.48,9032,1567,11852387.81,6383,4275,40
Hosted Keynes,2005,X0611,54.2,-0.027923107,51.03592786,538254,128195,83,16.7,9.9,47,21.7,1,200957385.7,8857,749,126961480.7,8655,1852,35174544.66,9605,2331,34609524.08,7776,2176,90777430.48,9032,1567,11852387.81,6383,4275,40
Hosted Keynes,2005,X0612,52.5,-0.027923107,51.03592786,538254,128195,83,16.7,9.9,47,21.7,1,200957385.7,8857,749,126961480.7,8655,1852,35174544.66,9605,2331,34609524.08,7776,2176,90777430.48,9032,1567,11852387.81,6383,4275,40
Hosted Keynes,2005,X0613,50.5,-0.027923107,51.03592786,538254,128195,83,16.7,9.9,47,21.7,1,200957385.7,8857,749,126961480.7,8655,1852,35174544.66,9605,2331,34609524.08,7776,2176,90777430.48,9032,1567,11852387.81,6383,4275,40
Hosted Keynes,2005,X0614,54.6,-0.027923107,51.03592786,538254,128195,83,16.7,9.9,47,21.7,1,200957385.7,8857,749,126961480.7,8655,1852,35174544.66,9605,2331,34609524.08,7776,2176,90777430.48,9032,1567,11852387.81,6383,4275,40
Hosted Keynes,2005,X0615,52.7,-0.027923107,51.03592786,538254,128195,83,16.7,9.9,47,21.7,1,200957385.7,8857,749,126961480.7,8655,1852,35174544.66,9605,2331,34609524.08,7776,2176,90777430.48,9032,1567,11852387.81,6383,4275,40
