Site,Year,ID,AFL,lon,lat,x,y,alt,july mean,july range,july rain,july max,genetics,short grass area,short grass stddist,short grass disp,woodland area,woodland stddist,woodland disp,urban area,urban stddist,urban disp,other grass area,other grass stddist,other grass disp,arable area,arable stddist,arable disp,other area,other stddist,other disp,roost_size
Crundale,2000,M5588,53.7,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2001,M5592,51.45,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2001,M5593,53.13333333,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2001,M5597,53.2,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2004,M5598,54.55,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2001,M6002,53.1,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2002,M6011,52.9,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2002,M6015,54.7,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2005,M6019,53,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2004,M6021,54.06666667,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2004,M6022,53.9,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2002,M6023,53.6,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2004,M6025,54.4,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2003,M6032,55,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2003,M6035,54,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2004,M6036,52.7,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2004,M6042,53,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2003,M6043,53.45,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2004,M6060,54.4,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2004,M6062,54.43333333,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2004,M6065,56.2,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2004,M6069,52.35,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2004,M6072,50.56666667,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2006,M6073,53.7,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2004,M6074,50.8,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2004,M6075,52.85,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2004,M6076,51.1,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2005,M6077,54.25,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2005,M6078,52.4,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2011,M7134,54.7,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2005,X0622,53.9,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2005,X0623,49.3,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2005,X0624,52.45,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2005,X0625,53.1,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2005,X0626,52.36,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2009,X0666,53.95,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2006,X0667,53.3,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2006,X0669,51.2,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2007,X0670,50.1,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2006,X0679,53,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2007,X0681,53.6,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2007,X0697,52.75,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2010,X0698,51.95,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2007,X3101,54.35,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2009,X3111,54.65,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2009,X3119,51.75,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2009,X3120,55.3,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2009,X3125,55.1,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2009,X3126,52.7,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2010,X3129,54,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2011,X3136,54.1,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2010,X3137,54.6,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2010,X3139,54.35,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2011,X3140,54.9,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Crundale,2011,X3143,54.3,0.978602777,51.20759777,608033,149650,61,17,8.2,49,21.1,1,126896487.2,9002,571,101520319.5,8265,1775,36379179.75,10026,1501,18039128.57,8833,2433,215696844.4,8829,576,1806176.76,7786,1397,40
Dinder,2006,X2502,52.1,-2.606194308,51.1991375,357650,144668,86,16.4,8.6,59,20.7,3,270254177.5,8915,764,23369808.38,7726,3026,17442868.58,8671,633,32484278.02,8738,1047,151613322.9,8862,1375,5657372.46,9947,3922,4
Dinder,2006,X2503,49.6,-2.606194308,51.1991375,357650,144668,86,16.4,8.6,59,20.7,3,270254177.5,8915,764,23369808.38,7726,3026,17442868.58,8671,633,32484278.02,8738,1047,151613322.9,8862,1375,5657372.46,9947,3922,4
Dinder,2006,X2505,54.1,-2.606194308,51.1991375,357650,144668,86,16.4,8.6,59,20.7,3,270254177.5,8915,764,23369808.38,7726,3026,17442868.58,8671,633,32484278.02,8738,1047,151613322.9,8862,1375,5657372.46,9947,3922,4
East Tytherton,2011,X1872,52.3,-2.051310015,51.47339067,396437,174992,54,16.5,9.2,48,21.1,3,183958206.4,8635,1040,25918573.44,8150,2416,25826663.77,7559,2634,27463427.02,8953,1370,237769273.1,9243,687,1916167.87,8316,1767,40
East Tytherton,2011,X1874,51.6,-2.051310015,51.47339067,396437,174992,54,16.5,9.2,48,21.1,3,183958206.4,8635,1040,25918573.44,8150,2416,25826663.77,7559,2634,27463427.02,8953,1370,237769273.1,9243,687,1916167.87,8316,1767,40
East Tytherton,2011,X1875,53.8,-2.051310015,51.47339067,396437,174992,54,16.5,9.2,48,21.1,3,183958206.4,8635,1040,25918573.44,8150,2416,25826663.77,7559,2634,27463427.02,8953,1370,237769273.1,9243,687,1916167.87,8316,1767,40
East Tytherton,2011,X1878,51.9,-2.051310015,51.47339067,396437,174992,54,16.5,9.2,48,21.1,3,183958206.4,8635,1040,25918573.44,8150,2416,25826663.77,7559,2634,27463427.02,8953,1370,237769273.1,9243,687,1916167.87,8316,1767,40
East Tytherton,2011,X1880,53.7,-2.051310015,51.47339067,396437,174992,54,16.5,9.2,48,21.1,3,183958206.4,8635,1040,25918573.44,8150,2416,25826663.77,7559,2634,27463427.02,8953,1370,237769273.1,9243,687,1916167.87,8316,1767,40
East Tytherton,2011,X1881,54.4,-2.051310015,51.47339067,396437,174992,54,16.5,9.2,48,21.1,3,183958206.4,8635,1040,25918573.44,8150,2416,25826663.77,7559,2634,27463427.02,8953,1370,237769273.1,9243,687,1916167.87,8316,1767,40
East Tytherton,2011,X1883,54.6,-2.051310015,51.47339067,396437,174992,54,16.5,9.2,48,21.1,3,183958206.4,8635,1040,25918573.44,8150,2416,25826663.77,7559,2634,27463427.02,8953,1370,237769273.1,9243,687,1916167.87,8316,1767,40
Fishbourne,2011,X2629,53.2,-0.813792665,50.8365825,483519,104850,8,17.3,9.4,50,22,1,76718726.05,8543,2369,62228692.83,7021,6809,50377160.86,8692,2404,18092424.1,8127,1804,197062429.9,7978,974,29698494.15,6719,5264,25
Fishbourne,2011,X2630,52.1,-0.813792665,50.8365825,483519,104850,8,17.3,9.4,50,22,1,76718726.05,8543,2369,62228692.83,7021,6809,50377160.86,8692,2404,18092424.1,8127,1804,197062429.9,7978,974,29698494.15,6719,5264,25
Fishbourne,2011,X2631,51.9,-0.813792665,50.8365825,483519,104850,8,17.3,9.4,50,22,1,76718726.05,8543,2369,62228692.83,7021,6809,50377160.86,8692,2404,18092424.1,8127,1804,197062429.9,7978,974,29698494.15,6719,5264,25
Fishbourne,2011,X2632,53.2,-0.813792665,50.8365825,483519,104850,8,17.3,9.4,50,22,1,76718726.05,8543,2369,62228692.83,7021,6809,50377160.86,8692,2404,18092424.1,8127,1804,197062429.9,7978,974,29698494.15,6719,5264,25
Fishbourne,2011,X2634,53.5,-0.813792665,50.8365825,483519,104850,8,17.3,9.4,50,22,1,76718726.05,8543,2369,62228692.83,7021,6809,50377160.86,8692,2404,18092424.1,8127,1804,197062429.9,7978,974,29698494.15,6719,5264,25
Fishbourne,2011,X2635,53.6,-0.813792665,50.8365825,483519,104850,8,17.3,9.4,50,22,1,76718726.05,8543,2369,62228692.83,7021,6809,50377160.86,8692,2404,18092424.1,8127,1804,197062429.9,7978,974,29698494.15,6719,5264,25
Havant,2010,X1805,53,-0.986713321,50.86077398,471307,107358,13,17.3,9.3,49,22,1,85569397.44,8011,2905,60465022.78,7762,5025,76492271.41,6491,3586,14662548.45,8153,3486,149761466.1,8775,3357,36885552.49,6278,4920,40
Havant,2010,X1806,52.55,-0.986713321,50.86077398,471307,107358,13,17.3,9.3,49,22,1,85569397.44,8011,2905,60465022.78,7762,5025,76492271.41,6491,3586,14662548.45,8153,3486,149761466.1,8775,3357,36885552.49,6278,4920,40
Havant,2010,X1808,53.25,-0.986713321,50.86077398,471307,107358,13,17.3,9.3,49,22,1,85569397.44,8011,2905,60465022.78,7762,5025,76492271.41,6491,3586,14662548.45,8153,3486,149761466.1,8775,3357,36885552.49,6278,4920,40
Havant,2010,X1809,54.2,-0.986713321,50.86077398,471307,107358,13,17.3,9.3,49,22,1,85569397.44,8011,2905,60465022.78,7762,5025,76492271.41,6491,3586,14662548.45,8153,3486,149761466.1,8775,3357,36885552.49,6278,4920,40
Havant,2010,X1810,53.8,-0.986713321,50.86077398,471307,107358,13,17.3,9.3,49,22,1,85569397.44,8011,2905,60465022.78,7762,5025,76492271.41,6491,3586,14662548.45,8153,3486,149761466.1,8775,3357,36885552.49,6278,4920,40
Havant,2010,X1811,52.3,-0.986713321,50.86077398,471307,107358,13,17.3,9.3,49,22,1,85569397.44,8011,2905,60465022.78,7762,5025,76492271.41,6491,3586,14662548.45,8153,3486,149761466.1,8775,3357,36885552.49,6278,4920,40
Havant,2010,X1812,54.1,-0.986713321,50.86077398,471307,107358,13,17.3,9.3,49,22,1,85569397.44,8011,2905,60465022.78,7762,5025,76492271.41,6491,3586,14662548.45,8153,3486,149761466.1,8775,3357,36885552.49,6278,4920,40
Havant,2010,X1813,53,-0.986713321,50.86077398,471307,107358,13,17.3,9.3,49,22,1,85569397.44,8011,2905,60465022.78,7762,5025,76492271.41,6491,3586,14662548.45,8153,3486,149761466.1,8775,3357,36885552.49,6278,4920,40
Havant,2011,X1814,53.5,-0.986713321,50.86077398,471307,107358,13,17.3,9.3,49,22,1,85569397.44,8011,2905,60465022.78,7762,5025,76492271.41,6491,3586,14662548.45,8153,3486,149761466.1,8775,3357,36885552.49,6278,4920,40
Havant,2011,X2551,54.2,-0.986713321,50.86077398,471307,107358,13,17.3,9.3,49,22,1,85569397.44,8011,2905,60465022.78,7762,5025,76492271.41,6491,3586,14662548.45,8153,3486,149761466.1,8775,3357,36885552.49,6278,4920,40
Havant,2010,X2552,52.55,-0.986713321,50.86077398,471307,107358,13,17.3,9.3,49,22,1,85569397.44,8011,2905,60465022.78,7762,5025,76492271.41,6491,3586,14662548.45,8153,3486,149761466.1,8775,3357,36885552.49,6278,4920,40
Havant,2011,X2636,51.7,-0.986713321,50.86077398,471307,107358,13,17.3,9.3,49,22,1,85569397.44,8011,2905,60465022.78,7762,5025,76492271.41,6491,3586,14662548.45,8153,3486,149761466.1,8775,3357,36885552.49,6278,4920,40
Havant,2011,X2637,55.8,-0.986713321,50.86077398,471307,107358,13,17.3,9.3,49,22,1,85569397.44,8011,2905,60465022.78,7762,5025,76492271.41,6491,3586,14662548.45,8153,3486,149761466.1,8775,3357,36885552.49,6278,4920,40
Havant,2011,X2638,53.2,-0.986713321,50.86077398,471307,107358,13,17.3,9.3,49,22,1,85569397.44,8011,2905,60465022.78,7762,5025,76492271.41,6491,3586,14662548.45,8153,3486,149761466.1,8775,3357,36885552.49,6278,4920,40
Havant,2011,X2640,54.7,-0.986713321,50.86077398,471307,107358,13,17.3,9.3,49,22,1,85569397.44,8011,2905,60465022.78,7762,5025,76492271.41,6491,3586,14662548.45,8153,3486,149761466.1,8775,3357,36885552.49,6278,4920,40
Havant,2011,X2641,53.6,-0.986713321,50.86077398,471307,107358,13,17.3,9.3,49,22,1,85569397.44,8011,2905,60465022.78,7762,5025,76492271.41,6491,3586,14662548.45,8153,3486,149761466.1,8775,3357,36885552.49,6278,4920,40
Havenstreet,2010,X1843 ,53.6,-1.211621569,50.70447972,455665,89787.1,15,17.3,9.1,46,21.9,2,93477586.44,6877,3755,34748879.64,6737,3378,30862715.1,7191,1081,19317575.07,6340,6025,93513659.86,6436,5080,6691631.63,7425,1335,20
Havenstreet,2010,X1846,51.5,-1.211621569,50.70447972,455665,89787.1,15,17.3,9.1,46,21.9,2,93477586.44,6877,3755,34748879.64,6737,3378,30862715.1,7191,1081,19317575.07,6340,6025,93513659.86,6436,5080,6691631.63,7425,1335,20
Havenstreet,2010,X1847,53.2,-1.211621569,50.70447972,455665,89787.1,15,17.3,9.1,46,21.9,2,93477586.44,6877,3755,34748879.64,6737,3378,30862715.1,7191,1081,19317575.07,6340,6025,93513659.86,6436,5080,6691631.63,7425,1335,20
Havenstreet,2010,X1848,53.1,-1.211621569,50.70447972,455665,89787.1,15,17.3,9.1,46,21.9,2,93477586.44,6877,3755,34748879.64,6737,3378,30862715.1,7191,1081,19317575.07,6340,6025,93513659.86,6436,5080,6691631.63,7425,1335,20
Havenstreet,2010,X2533,55.5,-1.211621569,50.70447972,455665,89787.1,15,17.3,9.1,46,21.9,2,93477586.44,6877,3755,34748879.64,6737,3378,30862715.1,7191,1081,19317575.07,6340,6025,93513659.86,6436,5080,6691631.63,7425,1335,20
Havenstreet,2011,X2646,55.5,-1.211621569,50.70447972,455665,89787.1,15,17.3,9.1,46,21.9,2,93477586.44,6877,3755,34748879.64,6737,3378,30862715.1,7191,1081,19317575.07,6340,6025,93513659.86,6436,5080,6691631.63,7425,1335,20
Hersham,1987,E8578,55.1,-0.398423883,51.3695063,511473,164655,15,17.9,9.8,47,22.8,1,144284683,9064,785,77756611.72,8284,3142,214714983.3,8515,2505,8523965.6,8252,5204,36618903.27,7297,5131,18689746.87,5562,5848,25
Hersham,1987,E8579,54.8,-0.398423883,51.3695063,511473,164655,15,17.9,9.8,47,22.8,1,144284683,9064,785,77756611.72,8284,3142,214714983.3,8515,2505,8523965.6,8252,5204,36618903.27,7297,5131,18689746.87,5562,5848,25
Hersham,1987,E8580,52.9,-0.398423883,51.3695063,511473,164655,15,17.9,9.8,47,22.8,1,144284683,9064,785,77756611.72,8284,3142,214714983.3,8515,2505,8523965.6,8252,5204,36618903.27,7297,5131,18689746.87,5562,5848,25
Hersham,1987,E8581,53,-0.398423883,51.3695063,511473,164655,15,17.9,9.8,47,22.8,1,144284683,9064,785,77756611.72,8284,3142,214714983.3,8515,2505,8523965.6,8252,5204,36618903.27,7297,5131,18689746.87,5562,5848,25
Hersham,1987,E8582,54.8,-0.398423883,51.3695063,511473,164655,15,17.9,9.8,47,22.8,1,144284683,9064,785,77756611.72,8284,3142,214714983.3,8515,2505,8523965.6,8252,5204,36618903.27,7297,5131,18689746.87,5562,5848,25
Hersham,1987,E8583,54.4,-0.398423883,51.3695063,511473,164655,15,17.9,9.8,47,22.8,1,144284683,9064,785,77756611.72,8284,3142,214714983.3,8515,2505,8523965.6,8252,5204,36618903.27,7297,5131,18689746.87,5562,5848,25
Hersham,1987,E8584,54.8,-0.398423883,51.3695063,511473,164655,15,17.9,9.8,47,22.8,1,144284683,9064,785,77756611.72,8284,3142,214714983.3,8515,2505,8523965.6,8252,5204,36618903.27,7297,5131,18689746.87,5562,5848,25
Hersham,1987,E8585,52.8,-0.398423883,51.3695063,511473,164655,15,17.9,9.8,47,22.8,1,144284683,9064,785,77756611.72,8284,3142,214714983.3,8515,2505,8523965.6,8252,5204,36618903.27,7297,5131,18689746.87,5562,5848,25
Hersham,1987,E8586,52.5,-0.398423883,51.3695063,511473,164655,15,17.9,9.8,47,22.8,1,144284683,9064,785,77756611.72,8284,3142,214714983.3,8515,2505,8523965.6,8252,5204,36618903.27,7297,5131,18689746.87,5562,5848,25
Hersham,1987,E8587,54.3,-0.398423883,51.3695063,511473,164655,15,17.9,9.8,47,22.8,1,144284683,9064,785,77756611.72,8284,3142,214714983.3,8515,2505,8523965.6,8252,5204,36618903.27,7297,5131,18689746.87,5562,5848,25
Hersham,1987,E8588,55.3,-0.398423883,51.3695063,511473,164655,15,17.9,9.8,47,22.8,1,144284683,9064,785,77756611.72,8284,3142,214714983.3,8515,2505,8523965.6,8252,5204,36618903.27,7297,5131,18689746.87,5562,5848,25
Hersham,1987,E8589,54.4,-0.398423883,51.3695063,511473,164655,15,17.9,9.8,47,22.8,1,144284683,9064,785,77756611.72,8284,3142,214714983.3,8515,2505,8523965.6,8252,5204,36618903.27,7297,5131,18689746.87,5562,5848,25
Hersham,1987,E8590,55.4,-0.398423883,51.3695063,511473,164655,15,17.9,9.8,47,22.8,1,144284683,9064,785,77756611.72,8284,3142,214714983.3,8515,2505,8523965.6,8252,5204,36618903.27,7297,5131,18689746.87,5562,5848,25
Hersham,1987,E8591,54.1,-0.398423883,51.3695063,511473,164655,15,17.9,9.8,47,22.8,1,144284683,9064,785,77756611.72,8284,3142,214714983.3,8515,2505,8523965.6,8252,5204,36618903.27,7297,5131,18689746.87,5562,5848,25
Hersham,2010,X1818,58.8,-0.398423883,51.3695063,511473,164655,15,17.9,9.8,47,22.8,1,144284683,9064,785,77756611.72,8284,3142,214714983.3,8515,2505,8523965.6,8252,5204,36618903.27,7297,5131,18689746.87,5562,5848,25
Hersham,2010,X1819,52.1,-0.398423883,51.3695063,511473,164655,15,17.9,9.8,47,22.8,1,144284683,9064,785,77756611.72,8284,3142,214714983.3,8515,2505,8523965.6,8252,5204,36618903.27,7297,5131,18689746.87,5562,5848,25
Hersham,2010,X1820,54.7,-0.398423883,51.3695063,511473,164655,15,17.9,9.8,47,22.8,1,144284683,9064,785,77756611.72,8284,3142,214714983.3,8515,2505,8523965.6,8252,5204,36618903.27,7297,5131,18689746.87,5562,5848,25
Hersham,2010,X1825,54.7,-0.398423883,51.3695063,511473,164655,15,17.9,9.8,47,22.8,1,144284683,9064,785,77756611.72,8284,3142,214714983.3,8515,2505,8523965.6,8252,5204,36618903.27,7297,5131,18689746.87,5562,5848,25
Hersham,2011,X1826,52.6,-0.398423883,51.3695063,511473,164655,15,17.9,9.8,47,22.8,1,144284683,9064,785,77756611.72,8284,3142,214714983.3,8515,2505,8523965.6,8252,5204,36618903.27,7297,5131,18689746.87,5562,5848,25
